x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,gx_1,gy_1,gx_2,gy_2,gx_3,gy_3,gx_4,gy_4,gx_5,gy_5,Value_costs,Policy_costs
0.6866827,-0.7424998,-0.13595271,0.4011551,0.027479172,-0.6858288,0.18141139,-0.41506946,-0.37595522,-0.07485807,0.8831667,-0.41118273,0.70001996,-0.017054344,0.74724793,-0.5739437,0.69321895,-0.66081494,0.7330091,0.047285948,0.7942584,0.67303777
-0.8110651,-0.56235886,0.063161254,0.3897344,0.8852273,-0.39490294,-0.61007786,0.029739141,0.10754967,-0.87834156,0.711986,0.3189402,0.21809535,0.016478742,0.6873622,0.070390925,-0.3213955,0.0056706187,-0.8835871,0.46538472,0.992823,0.9268972
0.8594817,0.5801308,0.55192244,-0.7910739,0.2365706,0.29122448,0.5169313,0.3159722,0.016063929,-0.548625,-0.1296377,0.7314627,-0.7696225,-0.40947148,-0.79413456,-0.061393403,-0.8149994,0.17382441,-0.7053176,0.6202857,1.4693781,1.25837
0.7978257,0.17260993,-0.8933085,-0.8907633,-0.9674462,-0.47873712,0.7791443,-0.30077446,-0.22295415,0.6957679,-0.76157236,-0.4159633,0.014765775,-0.26676026,-0.84612215,-0.0509492,-0.68386906,-0.65379715,-0.62000966,0.84342706,1.1516747,1.0967948
-0.014121175,-0.38219023,-0.62081456,-0.66352487,0.43967164,0.5913203,0.29767418,-0.01946187,0.18637288,-0.5919272,0.62668526,-0.04676517,0.5156698,-0.20401847,-0.60568583,-0.48482633,-0.6793451,-0.6711304,-0.043898318,-0.11646065,1.1119618,0.89407283
-0.73849905,-0.7366563,0.56269383,-0.38477635,-0.72208965,-0.51787317,-0.9998534,-0.20281136,0.3556776,0.6412374,0.8743631,0.48394024,-0.58255583,0.7620813,0.5756059,0.34429446,0.23491076,-0.5866022,0.4034418,0.58057773,1.6679426,1.5286641
-0.026634455,-0.41011655,-0.4801587,-0.9933263,0.37011683,0.8738812,-0.21848655,0.9842515,0.2222079,-0.8040153,0.8863779,-0.04586116,-0.25084436,-0.81941545,-0.061683297,0.8455357,0.88472396,-0.13145195,-0.80752856,0.8130056,1.1516747,1.0361867
0.34273672,0.2611308,0.830124,0.90169287,0.61349785,-0.42278934,-0.4221499,-0.75197864,0.22340333,0.11667788,0.43573427,0.00084178447,0.48988378,-0.31917277,0.8273294,0.1958697,-0.67669255,0.49261987,0.81957906,0.7359333,0.9133972,0.72304505
-0.720683,0.646788,0.7327486,0.6129651,-0.7598908,0.48312092,-0.78421986,-0.9481056,0.6450951,-0.8072548,0.5415545,0.010983753,-0.30114147,0.57408166,0.5485321,0.3353741,0.28901467,0.09337531,0.33390272,-0.41464397,1.3105264,1.2060192
0.13516617,-0.15233147,0.19523036,0.008803606,0.61660767,0.5590639,-0.8046156,-0.22891259,-0.034308314,0.4066341,0.23569256,-0.8991464,0.1432422,0.1944623,0.19873601,-0.77373636,-0.092726,0.22219397,0.2750189,0.78024817,0.7545455,0.56704485
0.5506506,-0.41232932,-0.57936466,-0.4227748,0.17562294,0.9744463,-0.38788545,0.4643221,-0.23819661,0.0157125,-0.5632037,-0.36210775,0.5346355,0.29604024,0.47645128,-0.66541183,-0.32944113,-0.10071866,-0.87793475,-0.8870124,1.3502393,1.1764082
-0.27487254,0.8686969,-0.5790069,-0.12920809,0.3098066,-0.21963751,-0.43170488,-0.5485852,0.808931,-0.50295115,0.453371,0.020739699,-0.85597795,-0.48623577,-0.39010882,0.5484393,-0.7031776,0.8417845,0.5738822,-0.75251627,0.9133972,0.684626
0.5632565,-0.22452927,0.2986375,0.88703656,0.36471355,-0.714627,0.358171,-0.08810866,0.61257493,-0.5504315,0.17132427,0.5259765,-0.2937255,0.14257152,-0.8164591,-0.42514965,-0.70713294,-0.45908377,0.052922558,-0.26806703,1.0325359,0.7964232
0.6387987,-0.5627514,0.6894461,-0.7980368,-0.9732982,-0.5160507,-0.98095167,0.13851464,0.47595453,0.60627806,0.8099907,-0.8883258,-0.85668886,0.025399553,-0.29006267,-0.8334223,-0.7756505,-0.6118004,-0.3619214,-0.17787261,1.0325359,0.8425068
0.45243168,-0.18643391,0.93655646,0.40733445,-0.14869094,-0.4181217,-0.7442262,0.3084278,0.6867579,0.8280395,0.013279402,0.80329186,0.4378791,0.06295005,0.066088445,0.6791819,-0.5201521,-0.58127385,-0.19332053,-0.69594157,1.2311006,1.0532423
0.122306705,-0.31028438,-0.7399552,-0.2628994,0.3158754,0.26374936,-0.10948503,0.8428081,0.618497,-0.16991234,0.20294183,-0.24018934,0.64505965,0.25000504,-0.00084350107,-0.80783886,-0.8808945,-0.8136808,0.459492,-0.7564669,1.2311006,1.1508482
0.7895055,-0.20551705,0.34767473,-0.071888804,-0.35206652,0.44842112,0.7207478,0.44368362,0.60702205,0.339759,0.23648876,-0.64113486,-0.7923659,-0.77338535,-0.3456951,-0.66161585,0.5137145,0.6545345,0.40153602,-0.097302705,0.8339713,0.5595959
-0.26908028,0.9553484,0.79760754,-0.27870524,-0.06377041,-0.6518917,0.95025754,0.43189287,0.16065526,-0.085808516,-0.024872981,0.6397337,-0.38337433,-0.8611824,-0.45957407,0.49161533,-0.0734701,-0.47011322,-0.3123014,0.18155625,1.0325359,0.77634454
0.86642754,0.10263574,-0.02298963,-0.46417916,0.6527946,0.8068626,-0.18397999,-0.27944005,-0.7885258,0.8184954,-0.61015546,0.03993659,0.51132894,-0.4494028,-0.17379749,-0.050893735,0.63775754,-0.3635217,-0.76662767,0.016895663,1.0722488,0.9242588
0.26485896,-0.15404737,0.08475077,-0.75689685,0.49192798,-0.6565578,0.66058135,-0.1626426,0.62604225,-0.4260894,-0.38794193,-0.27685815,-0.82282776,0.051298425,-0.6979069,0.8648874,-0.19928254,0.16176789,0.8012038,-0.6795366,1.1119618,0.9140817
0.5108589,-0.4398247,-0.0052303076,-0.43919647,0.32833934,-0.7695428,-0.35020912,0.58196664,-0.030480266,0.59050536,-0.75429785,-0.20715687,-0.61664927,0.13774753,0.79166687,-0.20125,0.04413296,-0.81917375,-0.8421339,0.19770241,1.1516747,1.0104237
0.26087594,0.37586665,-0.8562833,0.14242518,0.5653331,-0.18131757,0.49671054,0.9598969,0.63486314,0.066821575,-0.045459792,0.24526548,-0.02248174,0.018243419,0.4226271,-0.33803654,-0.03415321,0.62224156,-0.78425044,-0.29382077,0.71483254,0.5987583
0.08019006,-0.3137195,-0.73263705,-0.1738106,0.2593726,0.7051308,0.47056437,0.9590107,-0.24506307,-0.1313144,0.863872,0.5310262,0.8638564,-0.2485103,0.20390925,-0.29643452,0.41771412,0.6162092,0.16631316,-0.4662871,0.992823,0.8868639
-0.6363195,-0.7763399,0.23730075,-0.14068317,0.050381422,-0.09481299,-0.030452967,0.18282259,-0.6929624,-0.65357924,0.61276954,-0.22564115,0.6100196,-0.4239918,0.049267992,-0.27275383,-0.43022257,-0.36676332,0.015144396,-0.18359269,0.7942584,0.6282037
-0.6712574,-0.7035234,-0.7152077,-0.24678814,0.41523206,0.87886786,-0.71309197,0.50405395,0.2117703,0.4574479,-0.04324858,0.21896309,-0.5076475,0.11140522,0.44387048,0.2850701,0.8207018,-0.47295198,0.21779129,-0.17286365,0.992823,0.8533993
-0.22803497,-0.6750066,-0.6703141,0.8921256,-0.042492628,0.73484635,0.85240257,-0.9597733,0.69767106,-0.51175404,-0.12398565,-0.30260393,0.75906414,-0.8505691,-0.3302781,0.44267434,-0.5560231,0.89641786,0.21533954,-0.49579883,1.4296651,1.5201197
0.46740997,-0.8566698,0.813329,-0.9804263,0.93709457,-0.7261833,0.21728504,-0.4034474,-0.26703322,0.2000202,0.43732816,-0.37463003,-0.45881706,-0.08414422,-0.7192751,-0.18657403,-0.05453864,-0.5837682,-0.08924578,0.8112179,1.0325359,0.9763991
-0.80173695,0.9223411,0.6197047,-0.94208264,0.809546,0.7904979,-0.32785892,0.5795994,0.72858477,-0.03913629,-0.4496719,0.09821123,0.63341564,-0.12370702,-0.40788114,-0.24410355,-0.57179147,-0.48721638,0.7847916,0.69502115,1.1516747,0.8484367
0.5563419,0.8443315,-0.24033844,-0.02019751,0.70413196,0.078386426,0.8815665,0.06332135,0.38114083,-0.9623467,-0.07062106,-0.2536241,-0.21688567,0.71125,0.6867562,0.88015,0.48741916,-0.64150405,0.52029544,-0.40814734,0.8736843,0.5952435
0.12986767,-0.31314552,-0.55655634,-0.65142274,0.27592993,0.08267534,0.93357384,0.7223948,0.6731094,-0.3394215,0.0016974091,-0.8775496,-0.29698887,-0.1590081,0.6801452,-0.19470702,0.8774009,0.0548251,0.49001706,-0.5951402,0.5559809,0.257721
0.24564862,0.4811555,-0.8967576,0.1612122,0.6527294,0.7859559,-0.11614001,0.39472687,-0.31553888,-0.6353991,-0.2708061,-0.8123162,-0.13549007,0.574821,0.10399289,0.19536534,-0.37600976,0.78816473,-0.31927663,-0.5825821,0.7545455,0.5872147
0.62425256,-0.9166759,0.0074573755,0.84232545,-0.7548554,0.7423636,0.6558316,-0.019595623,-0.2880484,0.2766477,-0.6081095,0.07921593,-0.8434024,-0.64015436,-0.86195564,0.46916234,0.48752087,0.64254934,-0.20278959,-0.60860944,1.1516747,0.9726368
0.33729005,-0.7504393,0.65036273,-0.9368948,0.40557265,0.04595864,-0.7567775,-0.6849556,-0.40909553,0.13235593,-0.62593466,-0.8694655,0.33722824,0.019580554,0.30337402,0.81139845,0.065299556,-0.5919162,-0.59574544,0.4510248,0.8339713,0.5498932
-0.018160582,0.92372787,0.4922198,0.09589124,-0.7882378,-0.42828262,-0.18033874,-0.93804884,0.7952224,0.24600661,-0.809537,-0.005114436,-0.4059948,0.111350186,0.20643535,-0.1277549,-0.7162445,0.017508173,-0.50068665,-0.5335637,1.3105264,1.0591651
-0.9536215,0.50691843,0.878754,0.48602152,0.23153126,0.9504777,-0.83317995,-0.7432041,-0.9339056,0.8998543,0.65636885,-0.49848983,-0.4100735,-0.010067725,0.7159717,0.79927045,-0.015559709,-0.8315245,0.45232955,-0.60075355,1.6282297,1.5773059
0.122713804,-0.92170465,-0.61074626,0.8101233,-0.96843433,0.47485185,-0.31447923,0.933601,-0.004338622,-0.68986046,0.48987585,-0.4847201,-0.062463388,0.2944574,-0.59586847,0.8621802,0.30023423,-0.14623608,0.04039074,0.2976151,0.8339713,0.5858528
-0.27186704,-0.8665676,-0.56539476,-0.72388244,0.45306766,-0.11232078,0.94933546,0.34062636,-0.9050181,0.6935036,0.03325864,-0.7408176,0.78555065,-0.07923095,-0.5084935,0.555473,-0.8532102,-0.7360863,0.2014443,-0.5040509,1.6679426,1.5109164
0.99217784,0.10418749,-0.16490221,0.4976256,-0.5053897,-0.84129405,-0.9538976,-0.38241374,-0.31798255,0.31097674,-0.52556866,-0.27896485,-0.33388406,-0.76073754,0.45389658,-0.50921124,0.15319028,0.37659663,0.731353,-0.4631148,1.5488039,1.3412408
0.59619033,-0.9979818,-0.009673834,-0.41238022,0.7037281,-0.09671724,-0.5201726,0.5196258,-0.929469,0.012982607,0.13523494,-0.5800328,-0.062376272,-0.36054873,-0.7095696,0.6734617,0.1495117,-0.28206065,0.39467686,-0.19235182,1.0325359,0.9377138
0.17288947,-0.046221018,0.81398225,0.4572159,0.3117956,0.40992713,-0.32453334,-0.9504304,0.15355313,-0.70682514,0.45029268,-0.33110538,-0.06603716,-0.44722745,0.029830776,0.4298226,0.1600635,-0.8046992,-0.8065215,0.34876195,0.7942584,0.5225161
-0.72047293,0.4568777,0.8921313,0.7240875,-0.8335376,-0.51663744,-0.8160763,0.55768394,0.4086802,-0.38283205,-0.524527,-0.35853034,-0.59264064,-0.24829917,0.24991417,-0.18571539,-0.38366723,0.5820057,0.13371553,-0.8649093,1.0325359,0.8471604
0.36145616,0.39245474,0.15454412,0.48690736,-0.61609006,-0.960132,-0.9503331,0.5211201,0.24624324,0.6826776,0.84603167,0.775829,-0.52062565,0.47291464,-0.34464967,-0.38507056,0.40051067,-0.1885817,-0.4345229,-0.5118745,1.0325359,0.839451
-0.07462788,0.90021086,0.95921516,-0.06615591,0.86915624,0.385929,0.9625819,-0.48000538,0.16041934,0.56355226,0.86061686,-0.5135738,0.5672477,0.14455336,-0.68843,-0.75932896,-0.006743824,0.82741094,-0.50956047,-0.50542825,1.7076555,1.5460482
0.813967,-0.6735941,-0.5016943,0.7280297,-0.84320605,0.9511087,-0.08761752,-0.31816804,0.3514179,0.5975647,0.052452635,0.48167387,0.13177381,0.54783493,0.26517615,0.4072431,-0.026621781,-0.22071725,-0.6586245,-0.33215404,1.0722488,0.84479564
-0.40135086,0.8585489,-0.84524024,-0.29823613,0.85293686,0.6918938,0.26569676,-0.027412772,-0.2244581,0.38230574,-0.10487533,-0.19126832,-0.2639638,0.3979762,-0.7129086,-0.13872245,-0.08158282,0.2889845,-0.45251966,0.56080824,0.9531101,0.85780936
0.49139953,-0.0779984,0.63398767,-0.8051503,0.039850473,-0.865319,-0.8131014,-0.57759595,-0.71724284,0.58265984,-0.58341587,0.8334568,0.8629563,0.335345,0.563922,0.8876457,-0.064367756,-0.58723277,0.30312964,-0.14539622,1.509091,1.336351
0.3058766,-0.9378767,0.44795763,-0.54059374,0.8229238,0.7741077,-0.14209688,0.3676219,0.86338973,0.25026214,0.22120853,0.13051972,-0.62969255,-0.29507312,-0.102898546,0.69955647,-0.89058316,0.053445265,-0.7936367,-0.38731045,1.3502393,1.1838988
-0.92418826,-0.0069924593,0.5406935,0.5152266,-0.2863586,0.64138436,0.094586015,0.9507339,-0.5285555,0.45119035,0.13740806,0.7445312,0.71840453,-0.55009156,0.2323751,0.7104636,-0.056872487,0.6491036,0.019413829,0.26144016,0.7942584,0.61365134
0.30317676,-0.65810454,0.8495939,-0.1258192,0.13338387,0.8825234,0.3497795,-0.42621326,-0.010744572,-0.052411795,0.52712786,0.41036296,0.63916093,-0.83672804,0.038348723,-0.20928675,0.38493645,0.6851841,0.6050041,-0.6870149,1.0722488,0.83274794
-0.013666391,-0.6910242,-0.7349303,-0.976241,0.55964625,0.7539772,-0.1864711,0.91280365,0.87944734,-0.39776242,-0.75894207,-0.113820076,0.67599946,0.53773665,-0.010228979,0.3566429,-0.37598926,-0.5496635,0.06889983,-0.051421594,1.3899522,1.2638762
0.0030978918,0.41810203,0.9186653,0.2868241,-0.6471143,-0.38493276,-0.10143638,0.6870791,0.01247263,-0.38659382,0.25720516,0.62660456,0.5047224,0.7305216,-0.33566996,0.6464679,-0.5281361,0.7844566,-0.18888694,0.6234229,0.71483254,0.5720916
0.9552959,0.41367137,0.24629402,-0.048300624,0.19231033,0.4626708,0.115596056,-0.6761899,0.41799164,0.80392027,-0.06362007,-0.51296216,-0.044641506,-0.75134045,-0.33005074,0.39049658,0.89645934,-0.73145664,-0.096674964,0.761819,0.8339713,0.5415994
-0.11985803,-0.66108406,-0.98718584,0.14714849,-0.114369154,0.159791,-0.11453426,-0.40255213,0.6482122,-0.5845715,-0.6109505,0.39059347,0.23320252,-0.10521394,0.077851005,-0.13810866,-0.7422759,-0.1090142,0.09924162,0.5875938,1.0325359,0.851129
-0.21833384,0.7776083,0.46268177,0.09553206,0.095339894,0.2228514,-0.42255497,-0.50296426,-0.16903865,-0.040524244,0.19117466,-0.77910465,0.60441554,-0.30757448,0.7231922,0.4569658,-0.67740345,-0.42533344,0.529968,0.62336415,0.8339713,0.69953763
-0.52072537,-0.44376743,0.29633427,-0.79378057,-0.80425763,-0.31510794,0.10523164,-0.27173352,-0.44616902,0.0556072,-0.16383855,-0.893432,-0.7484129,0.028341508,0.23904157,-0.2994459,-0.80282784,0.2094816,-0.30922982,-0.74835473,1.0325359,0.80824643
-0.5978489,0.6265843,-0.1896789,0.042646408,0.65062284,0.516341,-0.9918177,0.050539136,-0.6258966,0.18430936,-0.4093526,0.80056256,0.007173836,-0.24243264,0.5011567,-0.35701317,0.39959335,-0.5365498,0.36965805,-0.44843102,0.8736843,0.73870933
