x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,gx_1,gy_1,gx_2,gy_2,gx_3,gy_3,gx_4,gy_4,gx_5,gy_5,Value_costs,Policy_costs
0.4449743,0.14339161,0.41992438,-0.99526787,-0.9805275,0.25901842,0.591277,0.46203208,0.10150385,-0.18584287,-0.059059665,-0.3948424,0.24887155,0.7607695,0.22967894,0.64811087,0.38780332,-0.12994519,0.08247406,-0.09921641,0.992823,0.9723491
0.3471117,-0.0703547,0.9307066,0.8578526,-0.33207023,0.59950376,-0.2058835,-0.65793896,0.27112436,-0.7658895,0.716,0.707578,-0.8536211,0.38121796,-0.55220395,0.27593762,-0.08286492,-0.4464024,-0.17120068,0.015351355,0.9133972,0.8550005
-0.8626951,0.74195325,-0.21605873,0.67601085,0.90490925,-0.80650234,-0.15066242,0.4057696,-0.038653255,0.066768765,-0.28485155,-0.85214776,-0.3936588,-0.106430694,-0.7130202,0.027330851,0.5883611,0.50435144,-0.013523805,0.80022943,1.3502393,1.3025628
-0.7333993,-0.39505088,0.38304412,-0.043951035,0.8352312,0.5215281,-0.68454874,0.21402955,0.46477187,0.2829125,0.41695905,-0.8188547,-0.44119173,-0.5589913,0.4147624,-0.22064623,0.16804512,0.39998,-0.43212897,0.70834464,1.0722488,0.7183997
0.7543813,-0.7135991,-0.6894393,0.41061628,0.08838928,-0.101445556,0.28614402,-0.34640646,0.93274677,0.56893194,0.5268559,-0.37236667,-0.5175896,-0.4183862,0.4877804,-0.77949077,0.2105739,-0.2261174,-0.025588488,-0.17292105,0.71483254,0.48481905
-0.49320042,0.1616025,-0.6455859,0.86275554,-0.70311,-0.9785738,0.4639566,0.038942337,0.36076987,0.6327529,-0.19197321,0.7122946,0.39372295,0.4957648,-0.7013521,0.5426702,-0.7902811,0.441857,0.64913803,-0.5268009,1.3502393,1.1822455
-0.9776826,-0.1361419,0.6647252,0.09699547,0.5000104,0.77692616,0.210451,-0.45842874,-0.5732099,0.010033846,0.03156391,-0.15782976,0.79846466,0.7260174,0.7876464,-0.72231513,-0.49463516,0.89701307,0.1780726,0.41247213,1.2708135,1.1119083
0.5484276,-0.2563448,0.88940275,0.2211957,0.6933553,0.6401385,-0.7879541,-0.5598297,0.48015547,0.5043429,-0.6212602,-0.31965074,0.83630544,0.046297073,-0.7273722,0.17645115,-0.24358223,-0.34928325,0.7492757,-0.41079587,0.9531101,0.82097155
-0.1278516,-0.8963103,-0.29071808,0.5807619,0.87449706,0.43948674,0.8950238,0.010252118,0.44713736,0.158077,0.12412362,-0.15429139,0.87977546,-0.12555152,-0.80943596,0.50323635,0.68861693,0.8173539,-0.78262705,0.8785101,1.4296651,1.2633411
0.093274474,0.29164886,0.12052894,0.054626584,-0.51613545,-0.3086202,-0.19482303,-0.90516186,0.92286074,-0.8602706,-0.50666296,-0.12568091,-0.041312456,-0.08138734,-0.3208805,-0.08829703,0.6221521,-0.6530346,-0.40764266,-0.23018417,0.7545455,0.6102014
-0.8072374,-0.35449076,-0.08266103,-0.767702,0.92793345,-0.27195597,-0.32840025,0.14375198,-0.15810406,-0.39612973,-0.27928394,-0.5737346,-0.64847714,-0.40564087,-0.63754594,0.104866646,0.094405174,-0.82461745,-0.60604995,-0.71854824,0.9531101,0.83633506
0.7978599,0.35622418,0.34252334,-0.499493,0.032934546,-0.7993945,0.2164712,-0.027143478,0.68272424,0.49842715,0.2850775,0.04829714,-0.7096447,0.7781557,-0.49825305,-0.37820187,-0.2019949,-0.04811314,-0.32312292,0.089684375,0.9133972,0.74730015
0.50869846,-0.042918444,-0.7519679,0.7353265,-0.97687244,0.3271079,-0.28682363,0.21476424,-0.015183091,-0.994514,0.46112323,-0.46282673,-0.57903975,-0.5887995,0.24905673,0.32556096,-0.7237399,0.65074426,0.32669896,-0.65688974,0.8736843,0.69941425
0.7286881,0.75362873,0.4351009,0.021579623,0.9309428,-0.5669161,-0.81494963,0.97270906,0.399145,-0.6450412,-0.24809563,-0.054176006,-0.4928236,-0.34772092,-0.53505486,0.64035165,0.42868918,0.3230152,0.456124,0.21158744,1.509091,1.3610227
0.7548759,0.72507,-0.89454067,0.64050615,-0.45724857,-0.46765614,0.680658,-0.113820076,0.21235049,0.5996126,0.31350818,-0.16246773,-0.30360976,0.26138288,0.21574433,-0.7966065,0.85544926,-0.15292883,-0.16509694,0.12683533,0.67511964,0.39219433
0.06485844,-0.8609643,-0.16992998,-0.73346233,-0.6721827,0.43223286,-0.8434037,-0.20118988,-0.8746985,-0.9525615,0.8442653,-0.23370838,0.6892258,0.22789313,0.8547364,-0.28528768,-0.21967474,-0.54314387,-0.62186134,-0.78553295,1.0722488,0.8691001
-0.03730011,-0.6277838,0.5006839,-0.2678733,0.014315724,-0.43249846,0.8663111,0.39541316,-0.8628043,0.7616309,-0.73601425,0.65337634,-0.64689654,0.18561122,0.39494517,-0.4693107,0.17256881,-0.70005363,-0.1671824,0.056957565,1.1913877,0.9242338
0.22337079,-0.35097456,-0.89311826,-0.68897414,0.043202996,0.40472305,0.8262898,-0.027621388,0.83760667,-0.8305509,-0.27596906,-0.29881504,-0.6084929,0.7239568,-0.7362983,0.14102669,0.095178396,0.23204541,0.27205065,0.72993493,1.1913877,1.0901744
-0.49217474,-0.4388169,-0.6985918,-0.81740296,0.47772944,0.9435816,0.29680264,-0.36209047,0.82912827,0.06832266,0.6333424,0.8461868,0.49175888,-0.8304723,-0.20202966,0.5295735,0.27278665,0.85864717,-0.7931648,-0.8574363,1.6679426,1.5730938
0.08493018,0.30941033,0.7343992,0.24630201,0.40231407,0.33295763,-0.6061331,0.2208314,0.43393505,-0.9478779,0.62880355,0.5305533,0.8304901,0.1681275,0.14166108,0.10194336,0.67495394,0.30075297,0.66770816,-0.28060132,0.63540673,0.47688428
0.44883955,0.21761549,0.84443855,-0.22553349,0.54435253,0.57174456,-0.16142762,0.06228876,0.05511892,-0.80892444,-0.8926655,-0.7194487,0.2903252,-0.028433776,0.6962924,-0.63366747,0.3402114,-0.21080585,0.14638853,0.64383185,1.2311006,1.1126612
-0.33511937,0.6457609,0.96833766,0.39849377,-0.597304,-0.054500937,-0.67439353,-0.17727852,0.8529742,0.920033,-0.35141754,-0.6006839,0.35333198,0.06434791,0.8315481,0.6145107,0.5501561,-0.5201787,-0.74061334,0.10669763,1.6282297,1.4922422
-0.314286,0.6435211,0.25245798,-0.8865303,-0.7422905,0.24435747,-0.44943893,-0.42153502,-0.70078313,-0.3572855,-0.67920965,0.13627982,-0.46754527,-0.25915888,-0.75331295,0.11617452,-0.6920137,-0.53432244,-0.28414378,0.5626182,0.63540673,0.46061143
0.61167073,0.4500556,-0.12155962,0.6077956,0.99634635,0.842733,-0.32735085,-0.18407393,-0.047317266,-0.2139796,0.1303841,0.09237699,0.11883784,0.696022,-0.8272342,-0.37875718,-0.87491316,-0.74200207,0.60986006,-0.6302152,0.9531101,0.89869046
0.8581861,0.0905329,-0.38165617,0.796764,-0.02746892,-0.68768764,0.2585348,0.94441986,-0.7360326,0.5461663,-0.100235224,-0.6952817,-0.029730033,0.16098522,0.0123235695,-0.19301486,-0.5155422,-0.20267071,0.40647203,-0.7153641,1.2311006,0.96670187
-0.048862576,-0.7382897,0.4044608,-0.25451624,0.6265969,0.07442486,0.72499406,0.49951708,0.7107618,0.6989218,-0.89186364,-0.18081146,-0.13128747,0.6325777,0.053051732,0.14640386,0.31128493,0.79918957,-0.0785324,0.1458493,0.8736843,0.6416076
-0.77303576,0.53135085,0.07311165,0.8442656,-0.19191086,-0.09712863,0.118490934,0.46831775,0.43903887,-0.8180165,-0.35343134,0.68807757,0.786973,0.5684174,-0.5385394,0.7897201,-0.67494774,0.08104026,0.4075284,-0.13216606,0.7942584,0.49360666
-0.6449299,0.97475696,-0.3135773,0.33055472,0.3947432,0.3610617,0.26180017,0.81385446,-0.99902594,0.6391792,0.80604315,0.58378774,0.41336295,0.6466401,0.5619535,-0.13291879,-0.17954557,0.13932993,-0.07971246,-0.7898773,1.1516747,1.0460776
